tanggal,sumber (url),judul berita,konten
2025-02-20,https://news.detik.com/kolom/d-7787243/kebijakan-dhe-sda-fondasi-kokoh-menuju-pertumbuhan-ekonomi-8,Kebijakan DHE SDA: Fondasi Kokoh Menuju Pertumbuhan Ekonomi 8%,Diterbitkannya Peraturan Pemerintah (PP) Nomor 8 Tahun 2025 tentang Devisa Hasil Ekspor Sumber Daya Alam (DHE SDA) menambah panjang daftar gebrakan yang dilakukan Presiden Prabowo Subianto di sekitar 100 hari pemerintahannya
2025-05-16,https://news.detik.com/berita/d-7917521/pemprov-banten-danai-pembentukan-badan-hukum-kopdes-merah-putih,Pemprov Banten Danai Pembentukan Badan Hukum Kopdes Merah Putih,Pemerintah Provinsi Banten memberikan bantuan keuangan kepada pemerintah desa senilai Rp 100 juta
2025-02-06,https://news.detik.com/berita/d-7766380/the-republic-institute-yandri-menteri-terbaik-bangun-desa-pemerataan-ekonomi,The Republic Institute: Yandri Menteri Terbaik Bangun Desa-Pemerataan Ekonomi,Lembaga The Republic Institute merilis hasil survei kepuasan publik terkait kinerja menteri di kabinet Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka
2025-07-18,https://news.detik.com/berita/d-8017526/ekspresi-tom-lembong-jelang-pembacaan-sidang-vonis-kasus-gula,Ekspresi Tom Lembong Jelang Pembacaan Sidang Vonis Kasus Gula,Mantan Menteri Perdagangan Thomas Trikasih Lembong alias Tom Lembong menjalani sidang vonis kasus dugaan korupsi impor gula hari ini
2025-04-15,https://news.detik.com/berita/d-7870146/menkum-ruu-perampasan-aset-menyangkut-politik-perlu-komunikasi-ke-parpol,"Menkum: RUU Perampasan Aset Menyangkut Politik, Perlu Komunikasi ke Parpol","Menteri Hukum (Menkum) RI, Supratman Andi Agtas, menyebut pemerintah terus berupaya agar Rancangan Undang-Undang Perampasan Aset jadi fokus pembahasan di DPR"
2024-10-28,https://news.detik.com/berita/d-7611163/pkb-indonesia-sebagai-mitra-brics-adalah-bukti-politik-bebas-aktif,PKB: Indonesia Sebagai Mitra BRICS adalah Bukti Politik Bebas Aktif,"PKB mendukung keputusan pemerintah Indonesia menjadi mitra forum BRICS (Brazil, Russia, India, China, South Africa)"
2025-05-17,https://news.detik.com/berita/d-7918948/prabowo-tiap-hari-kita-bongkar-korupsi-saya-tahu-ada-penegak-hukum-diancam,"Prabowo: Tiap Hari Kita Bongkar Korupsi, Saya Tahu Ada Penegak Hukum Diancam",Presiden Prabowo Subianto menegaskan akan terus membongkar kasus-kasus korupsi di Indonesia
2025-01-02,https://news.detik.com/berita/d-7714388/proyeksi-politik-di-balik-mesranya-ahok-dan-anies,Proyeksi Politik di Balik Mesranya Ahok dan Anies,"Bukan kali pertama bertemu muka, namun perjumpaan dua Mantan Gubernur DKI Jakarta kali ini dilihat berbeda"
2024-10-17,https://news.detik.com/berita/d-7592217/keluarga-saya-sedang-diadili-bisakah-minta-bantuan-hukum-gratis,"Keluarga Saya Sedang Diadili, Bisakah Minta Bantuan Hukum Gratis?",Proses di pengadilan bagi masyarakat awam kerap memusingkan
2025-07-14,https://news.detik.com/berita/d-8011671/cak-imin-singgung-soal-politik-berbasis-transaksi-jadi-ragu-memposisikan,Cak Imin Singgung soal Politik Berbasis Transaksi: Jadi Ragu Memposisikan,Ketum PKB Muhaimin Iskandar atau Cak Imin menyinggung soal kompetisi politik saat ini yang semakin pragmatis
2025-07-25,https://news.detik.com/berita/d-8028159/vonis-eks-pejabat-ma-zarof-ricar-diperberat-jadi-18-tahun-penjara,Vonis Eks Pejabat MA Zarof Ricar Diperberat Jadi 18 Tahun Penjara,"Pengadilan Tinggi Jakarta memperberat vonis mantan pejabat Mahkamah Agung (MA) yang juga dikenal makelar kasus, Zarof Ricar"
2024-12-24,https://news.detik.com/internasional/d-7701562/episode-baru-drama-politik-korsel-presiden-sementara-terancam-dilengserkan,"Episode Baru Drama Politik Korsel, Presiden Sementara Terancam Dilengserkan",Drama politik di Korea Selatan (Korsel) belum usai
2025-01-31,https://news.detik.com/berita/d-7757528/mendes-menkum-sepakat-kebut-proses-badan-hukum-bumdes,Mendes & Menkum Sepakat Kebut Proses Badan Hukum BUMDes,Menteri Desa dan Pembangunan Daerah Tertinggal RI (Mendes PDT) Yandri Susanto menandatangani Nota Kesepahaman (MoU) dengan Menteri Hukum Supratman Andi Agtas
2025-05-05,https://news.detik.com/berita/d-7900788/ungkap-dampak-sosial-ekonomi-sekolah-rakyat-mensos-paket-komplet,"Ungkap Dampak Sosial & Ekonomi Sekolah Rakyat, Mensos: Paket Komplet",Menteri Sosial Saifullah Yusuf (Gus Ipul) menginstruksikan sejumlah kepala daerah untuk mengawal program 'Sekolah Rakyat' secara serius
2025-06-29,https://news.detik.com/berita/d-7987891/bamsoet-dorong-industri-rokok-jadi-pilar-penunjang-ekonomi-nasional,Bamsoet Dorong Industri Rokok Jadi Pilar Penunjang Ekonomi Nasional,"Anggota DPR RI Bambang Soesatyo melakukan kunjungannya ke pabrik rokok HS di Magelang, Jawa Tengah"
2025-06-12,https://news.detik.com/berita/d-7960893/mentrans-ajak-investor-wujudkan-kawasan-ekonomi-baru-lewat-transmigrasi,Mentrans Ajak Investor Wujudkan Kawasan Ekonomi Baru Lewat Transmigrasi,Kmenterian Transmigrasi mengajak para investor dalam dan luar negeri bergabung menciptakan kawasan ekonomi baru berbasis kesejahteraan rakyat melalui konsep baru transmigrasi
2025-02-17,https://news.detik.com/berita/d-7781845/fatma-gus-ipul-dorong-lestarikan-kebaya-untuk-genjot-ekonomi-kreatif,Fatma Gus Ipul Dorong Lestarikan Kebaya untuk Genjot Ekonomi Kreatif,Penasihat Dharma Wanita Persatuan (DWP) Kementerian Sosial Fatma Saifullah Yusuf hadir dalam closing ceremony gelaran Bekasi Berkebaya
2024-10-08,https://news.detik.com/berita/d-7577616/hakim-di-dpr-kami-berjibaku-dengan-hukum-tapi-digaji-tanpa-dasar-hukum,"Hakim di DPR: Kami Berjibaku dengan Hukum, tapi Digaji Tanpa Dasar Hukum","Hakim Pengadilan Agama Tanjung Pandan, Jusran Ipandi, mengatakan hakim saat ini digaji tanpa dasar hukum"
2024-08-10,https://news.detik.com/kolom/d-7483080/kebijakan-ekonomi-politik-oligarki-eksploitasi-sumber-daya-alam,Kebijakan & Ekonomi Politik Oligarki Eksploitasi Sumber Daya Alam,"Ekonomi politik sumber daya alam, khususnya pertambangan sangat bersifat politis sehingga menjadi titik sentral pengaturan negara di dalam konstitusi"
2024-08-17,https://news.detik.com/berita/d-7494530/megawati-hukum-digunakan-untuk-kemaslahatan-rakyat-bukan-alat-kekuasaan,"Megawati: Hukum Digunakan untuk Kemaslahatan Rakyat, Bukan Alat Kekuasaan",Ketua Umum PDIP Megawati Soekarnoputri menyoroti soal praktik hukum di Indonesia
2024-10-30,https://news.detik.com/pilkada/d-7614752/projo-soal-wacana-jadi-partai-politik-kenapa-tidak,Projo soal Wacana Jadi Partai Politik: Kenapa Tidak?,Muncul wacana relawan Pro Joko Widodo (Projo) akan menjadi partai politik (Parpol)
2024-12-26,https://news.detik.com/berita/d-7704254/pdip-hormati-proses-hukum-terkait-yasonna-dicegah-ke-ln-tapi,"PDIP Hormati Proses Hukum Terkait Yasonna Dicegah ke LN, tapi...",PDIP menyayangkan pencekalan kadernya Yasonna Laoly ke luar negeri oleh KPK terkait kasus Harun Masiku
2025-04-30,https://news.detik.com/berita/d-7893108/sidang-mediasi-kuasa-hukum-jokowi-tolak-tunjukkan-ijazah-ke-publik,"Sidang Mediasi, Kuasa Hukum Jokowi Tolak Tunjukkan Ijazah ke Publik",Sidang mediasi gugatan ijazah Presiden ke-7 Joko Widodo (Jokowi) belum menemui kesepakatan
2025-05-20,https://news.detik.com/berita/d-7923391/legislator-pkb-bicara-hukum-lihat-popularitas-jampidsus-tidak-begitu-niat-kami,"Legislator PKB Bicara 'Hukum Lihat Popularitas', Jampidsus: Tidak Begitu Niat Kami","Anggota Komisi III DPR RI, Hasbiallah Ilyas, menyoroti penghitungan aset yang dilakukan oleh Kejaksaan Agung dalam suatu perkara"
2025-07-25,https://news.detik.com/berita/d-8029130/sekjen-pdip-hasto-kristiyanto-divonis-3-5-tahun-penjara,"Sekjen PDIP Hasto Kristiyanto Divonis 3,5 Tahun Penjara!",Sekjen PDIP Hasto Kristiyanto divonis hukuman penjara
2025-05-11,https://news.detik.com/berita/d-7909747/mabes-tni-pastikan-pengamanan-kejaksaan-mengacu-ketentuan-hukum-yang-berlaku,Mabes TNI Pastikan Pengamanan Kejaksaan Mengacu Ketentuan Hukum yang Berlaku,Koalisi Masyarakat Sipil untuk Reformasi Sektor Keamanan mengkritik pengerahan TNI untuk pengamanan di Kejaksaan Tinggi (Kejati) dan Kejaksaan Negeri (Kejati)
2025-05-22,https://news.detik.com/berita/d-7926448/surabaya-jadi-percontohan-integrasi-data-tunggal-sosial-ekonomi-nasional,Surabaya Jadi Percontohan Integrasi Data Tunggal Sosial Ekonomi Nasional,Pemerintah Kota (Pemkot) Surabaya menjadi percontohan integrasi data sosial ekonomi nasional (DTSEN)
2024-08-01,https://news.detik.com/foto-news/d-7468031/anak-anak-lebanon-angkat-senjata-setelah-kematian-pemimpin-hamas,Anak-anak Lebanon Angkat 'Senjata' Setelah Kematian Pemimpin Hamas,Lebanon - Warga Lebanon menggelar aksi protes pembunuhan pemimpin politik Hamas Ismail Haniyeh
2024-08-27,https://news.detik.com/berita/d-7511062/surya-paloh-sindir-petualang-politik-manfaatkan-nasdem-sial-benar-partai-ini,Surya Paloh Sindir Petualang Politik Manfaatkan NasDem: Sial Benar Partai Ini,Ketua Umum Partai NasDem Surya Paloh menyindir soal petualang politik yang memanfaatkan NasDem
2025-04-30,https://news.detik.com/kolom/d-7893173/potensi-ekonomi-perumahan-rendah-emisi,Potensi Ekonomi Perumahan Rendah Emisi,"Perubahan iklim telah menjadi ancaman yang semakin nyata bagi kehidupan manusia di seluruh dunia, tidak terkecuali Indonesia"
2024-11-18,https://news.detik.com/internasional/d-7643510/isu-pertemuan-dengan-elon-musk-dibantah-iran-cuma-karangan-belaka,Isu Pertemuan dengan Elon Musk Dibantah Iran Cuma Karangan Belaka,Isu pertemuan antara hartawan Amerika Serikat (AS) Elon Musk dengan utusan Iran untuk PBB Amir Saeid Iravani dibantah pihak Iran
2025-07-23,https://news.detik.com/dw/d-8024742/kenapa-trump-gunakan-tarif-ketimbang-sanksi-ekonomi,Kenapa Trump Gunakan Tarif Ketimbang Sanksi Ekonomi?,"Presiden AS Donald Trump mengandalkan tarif, alih-alih sanksi sebagai alat utama untuk melindungi kepentingan nasional Amerika Serikat"
2025-06-25,https://news.detik.com/berita/d-7981042/kementrans-dorong-pola-koridor-ekonomi-di-3-kawasan-transmigrasi-sulteng,Kementrans Dorong Pola Koridor Ekonomi di 3 Kawasan Transmigrasi Sulteng,"Awal Juni 2025 lalu, Menteri Transmigrasi RI Iftitah Sulaiman melakukan kunjungan kerja ke kawasan transmigrasi Palolo di Kabupaten Sigi, Sulawesi Tengah Kunjungan tersebut mendorong lahirnya konsep Koridor Ekonomi Transmigrasi Terintegrasi di sana"
2024-07-24,https://news.detik.com/foto-news/d-7455162/pkb-usul-pelaksanaan-pilpres-dan-pileg-2029-dipisah,PKB Usul Pelaksanaan Pilpres dan Pileg 2029 Dipisah,Jakarta - Hasil Musyawarah Kerja Nasional (Mukernas) PKB mendorong revisi UU Partai Politik dan UU Pemilu
2025-07-28,https://news.detik.com/kolom/d-8032612/menjaga-asa-survivalitas-politik-pkb,Menjaga Asa Survivalitas Politik PKB,"Partai Kebangkitan Bangsa atau disingkat (PKB) merupakan salah satu partai berbasis massa Islam yang lahir dari rahim Nahdlatul Ulama (NU) di era reformasi, tepatnya pada tanggal 23 Juli 1998"
2025-04-25,https://news.detik.com/berita/d-7885913/legislator-wihadi-sebut-hilirisasi-kunci-capai-pertumbuhan-ekonomi-8,Legislator Wihadi Sebut Hilirisasi Kunci Capai Pertumbuhan Ekonomi 8%,"Anggota Komisi XI DPR RI dari Fraksi Gerindra, Wihadi Wijanto menegaskan target pertumbuhan ekonomi sebesar 8 persen pada 2029 yang dicanangkan pemerintahan Presiden Prabowo Subianto merupakan hal realistis"
2025-06-12,https://news.detik.com/berita/d-7961406/legislator-sebut-revisi-kuhap-atur-penyidik-harus-sarjana-hukum-masuk-akal,Legislator Sebut Revisi KUHAP Atur Penyidik Harus Sarjana Hukum Masuk Akal,"Anggota Komisi III DPR, Rudianto Lallo, menilai usulan Wakil Ketua KPK Johanis Tanak agar penyelidik dan penyidik memiliki latar belakang sarjana hukum dalam revisi KUHAP masuk akal"
2025-04-19,https://news.detik.com/berita/d-7876566/fadli-zon-kebudayaan-bukan-beban-melainkan-potensi-ekonomi,Fadli Zon: Kebudayaan Bukan Beban Melainkan Potensi Ekonomi,Menteri Kebudayaan Fadli Zon bakal memanfaatkan pendekatan struktural dan kolaboratif untuk meningkatkan peran budaya sebagai kekuatan ekonomi nasional
2025-03-11,https://news.detik.com/berita/d-7817143/praperadilan-hasto-gugur-eks-penyidik-kpk-kemenangan-penegakan-hukum,"Praperadilan Hasto Gugur, Eks Penyidik KPK: Kemenangan Penegakan Hukum",Pengadilan Negeri Jakarta Selatan (PN Jaksel) telah memutuskan gugatan praperadilan Sekjen PDIP Hasto Kristiyanto gugur terkait kasus suap buron Harun Masiku
2025-04-27,https://news.detik.com/berita/d-7887704/yayasan-mbg-kalibata-janji-bayar-tunggakan-pelapor-tetap-lanjut-proses-hukum,"Yayasan MBG Kalibata Janji Bayar Tunggakan, Pelapor Tetap Lanjut Proses Hukum","Yayasan mitra program Makan Bergizi Gratis (MBG) di Kalibata, Jakarta Selatan, yakni Yayasan Media Berkat Nusantara, berjanji mencairkan dana mitra dapur milik Ibu Ira Mesra Destiawati (59)"
2025-05-15,https://news.detik.com/berita/d-7915551/inovasi-tanpa-batas-dicari-jaksa-inovatif-dalam-penegakan-hukum,"Inovasi Tanpa Batas, Dicari Jaksa Inovatif dalam Penegakan Hukum","Perubahan zaman menuntut inovasi dalam setiap lini, termasuk di dunia penegakan hukum"
2025-05-02,https://news.detik.com/berita/d-7896066/gubernur-jateng-kecam-aksi-anarko-saat-may-day-harus-diproses-hukum,Gubernur Jateng Kecam Aksi Anarko saat May Day: Harus Diproses Hukum,Gubernur Jawa Tengah Ahmad Lutfi mengecam keras aksi kelompok yang melakukan tindakan anarkis saat aksi damai Hari Buruh atau May Day 2025
2025-06-05,https://news.detik.com/berita/d-7950964/ahli-hukum-pidana-jelaskan-beda-suap-aktif-dan-pasif-di-sidang-hasto,Ahli Hukum Pidana Jelaskan Beda Suap Aktif dan Pasif di Sidang Hasto,"Ahli hukum pidana dari Universitas Gadjah Mada (UGM), Muhammad Fatahillah Akbar, menjelaskan perbedaan suap aktif dan suap pasif di sidang kasus dugaan suap pergantian antarwaktu (PAW) untuk anggota DPR Harun Masiku dan perintangan penyidikan, terdakwa Sekjen PDIP Hasto Kristiyanto"
2025-07-30,https://news.detik.com/dw/d-8036647/inggris-akan-akui-negara-palestina-jika-israel-tak-hentikan-perang-gaza,Inggris Akan Akui Negara Palestina Jika Israel Tak Hentikan Perang Gaza,"Inggris akan mengakui negara Palestina pada September, kecuali Israel mengambil langkah signifikan untuk mengakhiri ""kondisi yang sangat memprihatinkan"" di Gaza dan memenuhi beberapa syarat lainnya, kata Perdana Menteri Inggris Keir Starmer, pada Selasa (29/07)"
2025-06-19,https://news.detik.com/kolom/d-7972258/margono-djoyohadikusumo-ekonomi-pancasila-dan-koperasi-desa,"Margono Djoyohadikusumo, Ekonomi Pancasila dan Koperasi Desa",Margono Djoyohadikusumo adalah salah satu peletak dasar demokrasi ekonomi Pancasila
2025-05-04,https://news.detik.com/berita/d-7899180/polisi-jamin-pengemudi-byd-tabrak-lari-di-tol-pluit-diproses-hukum,Polisi Jamin Pengemudi BYD Tabrak Lari di Tol Pluit Diproses Hukum,"Polisi masih menyelidiki kasus kecelakaan yang melibatkan mobil listrik BYD dengan mobil Chevrolet di Tol Sedyatmo, Pluit, Jakarta Utara"
2024-11-04,https://news.detik.com/foto-news/d-7621272/menkum-targetkan-regulasi-pecahan-kemenkumham-rampung-juni-2025,Menkum Targetkan Regulasi Pecahan Kemenkumham Rampung Juni 2025,Jakarta - Menteri Hukum Supratman Andi Agtas rapat kerja dengan komisi XIII
2025-04-21,https://news.detik.com/berita/d-7877836/nyatakan-dukung-prabowo-capres-2029-pan-siap-bicara-pos-wapres,"Nyatakan Dukung Prabowo Capres 2029, PAN Siap Bicara Pos Wapres",Ketum Partai Amanat Nasional (PAN) Zulkifli Hasan (Zulhas) mengatakan partainya siap mendukung Prabowo Subianto maju sebagai capres pada Pilpres 2029
2025-03-03,https://news.detik.com/foto-news/d-7804168/eks-panitera-pn-jakarta-timur-dihukum-4-tahun-penjara,Eks Panitera PN Jakarta Timur Dihukum 4 Tahun Penjara,Jakarta - Eks Panitera PN Jaktim Rina Pertiwi jalani sidang vonis kasus suap eksekusi lahan sengketa PT Pertamina
2025-04-22,https://news.detik.com/kolom/d-7881265/ijazah-jokowi-dan-cermin-politik-kita,Ijazah Jokowi dan Cermin Politik Kita,Isu lama tentang keabsahan ijazah Presiden ke-7 RI Joko Widodo (Jokowi) kembali dipolitisasi
2025-05-21,https://news.detik.com/foto-news/d-7925157/partai-gerindra-terima-dana-partai-politik-dari-pemerintah,Partai Gerindra Terima Dana Partai Politik dari Pemerintah,Jakarta - Partai Gerindra menerima dana partai politik dari pemerintah yang disalurkan Kementerian Dalam Negeri
2024-11-27,https://news.detik.com/berita/d-7660199/pertumbuhan-ekonomi-makassar-lampaui-sulsel-dan-nasional,Pertumbuhan Ekonomi Makassar Lampaui Sulsel dan Nasional,Makassar terus membuktikan diri sebagai lokomotif perekonomian di Sulawesi Selatan
2024-09-24,https://news.detik.com/pilkada/d-7556548/khofifah-emil-ajak-masyarakat-terapkan-politik-santun,Khofifah-Emil Ajak Masyarakat  Terapkan Politik Santun,"Pasangan Calon Gubernur dan Wakil Gubernur Jawa Timur nomor urut 2, Khofifah Indar Parawansa-Emil Elestianto Dardak mengajak seluruh masyarakat baik pendukung, relawan, simpatisan menerapkan politik santun"
2025-06-09,https://news.detik.com/berita/d-7955330/bos-ppi-jokowi-kiblat-politik-psi-tak-relevan-dikaitkan-dengan-golkar-ppp,"Bos PPI: Jokowi Kiblat Politik PSI, Tak Relevan Dikaitkan dengan Golkar-PPP",Direktur Parameter Politik Indonesia (PPI) Adi Prayitno menanggapi isu Presiden ke-7 RI Joko Widodo (Jokowi) yang masuk bursa caketum PPP
2025-02-24,https://news.detik.com/berita/d-7792351/sby-tni-aktif-harus-mundur-jika-masuk-pemerintahan-atau-politik,SBY: TNI Aktif Harus Mundur Jika Masuk Pemerintahan atau Politik,Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) bicara soal prajurit TNI harus pensiun jika ingin berpolitik
2025-05-24,https://news.detik.com/internasional/d-7930178/trump-resmi-cabut-semua-sanksi-ekonomi-untuk-suriah,Trump Resmi Cabut Semua Sanksi Ekonomi untuk Suriah,Pemerintahan Presiden Amerika Serikat (AS) Donald Trump secara resmi mencabut sanksi ekonomi secara menyeluruh terhadap Suriah
2024-07-12,https://news.detik.com/kolom/d-7435869/memulihkan-politik-harapan,Memulihkan Politik Harapan,"Idealnya, demokratisasi membuat masyarakat lebih berdaya; iklim politik yang memberi ruang bagi warga negara menyampaikan gagasan, berorganisasi, berunding, dan bekerja satu sama lain"
2025-02-22,https://news.detik.com/berita/d-7790430/razman-dan-firdaus-siap-diperiksa-bareskrim-4-maret-kita-taat-hukum,Razman dan Firdaus Siap Diperiksa Bareskrim 4 Maret: Kita Taat Hukum,Pengacara Razman Arif Nasution dan Firdaus Oiwobo siap memenuhi panggilan Bareskrim Polri terkait peristiwa kericuhan dalam persidangan
2025-03-31,https://news.detik.com/berita/d-7849588/bahlil-yakin-pemudik-bisa-dorong-perputaran-ekonomi-di-daerah,Bahlil Yakin Pemudik Bisa Dorong Perputaran Ekonomi di Daerah,Menteri Energi Sumber Daya Mineral (ESDM) Bahlil Lahadalia yakin mengatakan pemudik yang pulang ke kampung halaman kali ini banyak
2024-09-23,https://news.detik.com/pilkada/d-7554708/rk-minta-pendukung-tertib-tolak-money-politik-tak-jelekkan-paslon-lain,RK Minta Pendukung Tertib: Tolak Money Politik-Tak Jelekkan Paslon Lain,Pasangan cagub-cawagub Jakarta nomor urut 1 Ridwan Kamil-Suswono (RIDO) meminta pendukungnya untuk tertib menjalankan pilkada secara damai
2024-12-13,https://news.detik.com/pilkada/d-7685500/komisi-ii-dpr-soal-usul-gubernur-dipilih-dprd-bahan-untuk-omnibus-law-politik,Komisi II DPR soal Usul Gubernur Dipilih DPRD: Bahan untuk Omnibus Law Politik,"Ketua Komisi II DPR RI, Rifqinizamy Karsayuda, menghargai pernyataan Presiden RI Prabowo Subianto yang mengusulkan perbaikan sistem pemilihan kepala daerah (Pilkada)"
2025-07-28,https://news.detik.com/berita/d-8033222/tuntut-7-tahun-bui-jaksa-ketua-pn-surabaya-terima-gratifikasi-rp-21-9-m,"Tuntut 7 Tahun Bui, Jaksa: Ketua PN Surabaya Terima Gratifikasi Rp 21,9 M","Jaksa penuntut umum (JPU) meyakini mantan Ketua Pengadilan Negeri (PN) Surabaya, Rudi Suparmono, menerima gratifikasi yang berkaitan dengan jabatannya"
